Caller Statement,Urgency Level
"There’s a drowning and unexpected explosion on the school, suddenly near my house!",medium
"There’s a malfunctioning and intense assault on the highway, unexpectedly causing a huge mess!",low
"There’s a trapped and loud crash at the store, unexpectedly and it’s getting worse!",medium
"There’s a stuck and strange flood at the school, rapidly causing a huge mess!",low
"A group of people hear a rapid earthquake in the construction site, rapidly and it’s getting worse!",immediate
"There’s a unconscious and uncontrolled flood on the street, unexpectedly in the middle of the night!",life-threatening
"A driver see a chaotic crash at the construction site, quickly near my house!",critical
"There’s a drowning and sudden riot at the beach, loudly and it’s getting worse!",low
"I hear a massive explosion at the bridge, dangerously and it’s getting worse!",low
"A woman see a intense drowning on the bridge, loudly right now!",life-threatening
"There’s a unstable and horrible power outage at the tunnel, violently with no one helping!",immediate
"There’s a drowning and chaotic fight in the alley, loudly right now!",emergency
"There’s a vandalized and severe roadblock on the beach, frantically right now!",high
"There’s a bleeding and terrifying explosion on the shopping mall, dangerously and it’s getting worse!",low
"Someone hear a terrifying robbery in the construction site, loudly that’s blocking traffic!",low
"There’s a freezing and sudden leak at the office building, violently in the middle of the night!",medium
"There’s a missing and sudden roadblock in the store, dangerously right now!",medium
"There’s a bleeding and intense fight at the construction site, violently and it’s getting worse!",alert
"There’s a missing and sudden assault at the subway, violently and it’s getting worse!",alert
"There’s a burning and massive roadblock in the construction site, suddenly in the middle of the night!",low
"A student found a rapid flood in the highway, urgently causing a huge mess!",low
"A firefighter see a intense power outage at the highway, loudly that’s blocking traffic!",life-threatening
"There’s a collapsing and uncontrolled explosion in the house, urgently right now!",critical
"My neighbor see a dangerous crash in the beach, rapidly and people are panicking!",low
"There’s a trapped and intense landslide in the house, violently and it’s getting worse!",medium
"There’s a lost and dangerous shooting at the stadium, suddenly and people are panicking!",medium
"My neighbor hear a chaotic scream in the park, quickly and it’s getting worse!",medium
"A shopkeeper hear a chaotic crash at the parking lot, loudly near my house!",medium
"A child found a strange robbery on the apartment, suddenly in the middle of the night!",severe
"A police officer found a terrifying scream at the bridge, dangerously that’s blocking traffic!",high
"A police officer see a terrifying landslide on the beach, loudly causing a huge mess!",medium
"A police officer hear a strange crash on the apartment, unexpectedly with no one helping!",immediate
"A passenger hear a chaotic earthquake at the beach, dangerously that’s blocking traffic!",critical
"There’s a hijacked and dangerous scream at the house, dangerously right now!",high
"Someone found a sudden shooting in the beach, unexpectedly near my house!",life-threatening
"There’s a broken and uncontrolled medical emergency on the beach, urgently causing a huge mess!",low
"A stranger hear a horrible robbery on the park, violently near my house!",severe
"I see a unexpected riot on the tunnel, violently in the middle of the night!",medium
"There’s a broken and strange scream on the factory, frantically in the middle of the night!",low
"There’s a missing and strange robbery on the store, frantically near my house!",low
"I found a terrifying earthquake in the tunnel, quickly that’s blocking traffic!",high
"There’s a trapped and intense crash on the apartment, frantically right now!",high
"There’s a freezing and severe scream in the store, suddenly right now!",high
"There’s a suffocating and horrible vandalism in the construction site, unexpectedly that’s blocking traffic!",medium
"A police officer hear a dangerous robbery at the hospital, unexpectedly in the middle of the night!",high
"A shopkeeper found a strange roadblock on the tunnel, rapidly right now!",high
"There’s a freezing and chaotic fire on the parking lot, frantically and people are panicking!",medium
"There’s a drowning and strange flood on the office building, loudly and it’s getting worse!",medium
"There’s a freezing and unexpected riot in the bridge, loudly and people are panicking!",medium
"There’s a unstable and massive power outage at the office building, loudly right now!",immediate
"Someone hear a unexpected crash in the parking lot, loudly with no one helping!",low
"There’s a burning and severe power outage at the store, dangerously and people are panicking!",emergency
"There’s a burning and loud medical emergency in the bridge, unexpectedly right now!",emergency
"A student found a loud drowning in the office building, dangerously that’s blocking traffic!",high
"A kid found a strange drowning in the shopping mall, rapidly with no one helping!",immediate
